age,salary,experience,education_level,target
55,37751,23,1,1
21,131161,5,1,0
47,90746,27,1,1
37,52390,28,0,0
20,121213,20,1,0
40,128712,11,2,1
35,121709,21,0,1
43,35993,26,2,1
53,80403,20,0,1
25,46859,14,0,0
34,40878,17,2,0
48,100459,9,0,0
54,119124,21,2,1
62,145940,19,0,1
50,47100,18,1,0
44,109622,27,0,1
62,82284,36,2,1
21,79976,0,1,0
39,60023,33,1,1
43,137350,34,1,1
49,67709,25,1,1
41,141792,29,0,1
63,118107,11,2,1
52,96553,13,1,1
54,74524,38,2,1
49,122757,3,2,0
24,105049,11,1,0
50,64974,23,2,1
48,66478,39,2,1
29,73768,30,2,1
28,100396,0,2,0
41,93622,36,0,1
25,68544,0,0,0
49,147368,14,0,1
55,38050,12,2,0
39,125693,28,0,1
51,39784,3,1,0
36,148371,14,2,1
37,31774,39,0,1
31,54968,11,0,0
50,78236,24,2,1
27,97678,26,2,1
33,70135,5,2,0
21,43007,22,1,0
44,45158,14,0,0
45,91587,38,1,1
60,117112,4,0,0
33,24115,22,2,0
50,104560,14,0,0
36,79317,24,2,1
38,26371,29,0,0
39,138105,3,1,0
26,114226,12,0,0
26,59355,39,2,1
26,117956,38,1,1
44,63375,22,1,1
34,133538,15,0,0
61,132234,34,0,1
62,94616,15,1,1
25,87419,6,0,0
33,90357,12,2,0
35,122126,28,2,1
50,28338,38,0,1
18,136404,19,1,0
29,42007,28,0,0
23,22477,17,1,0
58,98671,21,1,1
22,62423,35,2,1
33,95973,35,0,1
35,68100,7,1,0
35,95038,2,1,0
18,49236,28,1,0
36,20368,8,1,0
25,45839,7,2,0
20,137537,29,2,1
42,131902,11,2,1
22,121051,27,2,1
57,93098,9,2,1
36,27139,12,0,0
35,47141,1,0,0
48,128314,0,2,0
50,84262,21,1,1
64,26704,32,1,1
35,21887,15,0,0
56,31975,28,0,1
33,134747,9,0,0
33,20544,38,2,1
64,104984,6,1,1
55,108366,0,1,0
58,66323,25,0,1
24,140491,4,0,0
31,70382,34,0,1
60,43926,12,0,0
42,116538,26,2,1
49,133117,11,1,1
55,33333,29,2,1
39,36942,31,1,1
33,100220,30,2,1
46,111624,4,1,0
33,42447,36,2,1
29,94397,1,1,0
34,44833,37,2,1
54,149678,6,1,1
44,102990,0,0,0
42,86586,2,1,0
30,105958,19,1,0
25,41530,1,2,0
22,67060,20,0,0
29,101292,31,2,1
58,89558,19,1,1
20,61104,30,1,0
52,22634,32,1,1
50,85210,23,1,1
39,112681,17,2,1
61,27288,19,0,0
26,94528,31,1,1
58,54253,4,2,0
35,146628,1,2,0
46,47005,25,2,1
56,137511,24,2,1
44,69824,21,2,1
53,97702,38,1,1
62,113601,21,1,1
34,73574,10,0,0
51,37798,10,0,0
63,80712,3,0,0
20,49301,32,0,0
22,75267,17,2,0
31,23894,30,2,0
20,23846,27,2,0
40,83571,21,2,1
56,34481,39,2,1
47,144908,2,2,1
62,62154,6,2,0
40,71176,19,2,1
44,136045,6,0,0
27,149447,6,1,0
42,76628,28,0,1
30,115757,25,2,1
33,133300,2,2,0
58,28048,16,2,0
51,47386,39,1,1
54,53336,19,2,1
39,124794,33,2,1
34,43853,32,0,0
40,54713,15,0,0
53,77690,22,2,1
26,36791,3,1,0
19,89764,39,1,1
49,97481,32,0,1
39,61573,7,0,0
60,59899,4,1,0
30,110217,32,0,1
25,120522,24,2,1
18,34975,6,2,0
34,133913,6,2,0
29,93247,32,2,1
21,130295,32,0,1
30,139045,28,2,1
48,32105,38,2,1
58,69645,31,2,1
24,50146,36,2,1
40,100774,28,1,1
41,23868,21,2,0
22,73537,1,0,0
22,64294,8,2,0
34,81264,28,1,1
47,95596,32,2,1
26,25433,9,0,0
23,42612,27,0,0
42,37822,38,1,1
36,54120,11,0,0
33,61004,21,0,0
38,41294,5,0,0
19,104300,39,1,1
27,90096,22,1,0
33,102119,33,1,1
54,101096,37,1,1
32,24424,15,1,0
30,60615,9,1,0
30,46863,20,1,0
49,132499,9,1,1
62,49469,10,1,0
64,123101,20,2,1
63,145510,24,1,1
25,43184,33,2,0
60,109446,30,1,1
35,132613,26,1,1
53,107940,24,1,1
43,137456,31,2,1
27,55175,10,2,0
48,74649,25,1,1
50,83872,35,1,1
46,89327,36,2,1
22,52208,32,1,0
30,72445,32,1,1
18,71998,35,2,1
40,76994,12,2,0
57,124812,13,2,1
20,132711,36,1,1
20,72463,39,2,1
24,79895,0,1,0
53,95165,4,0,0
52,52894,29,0,1
32,41990,17,1,0
57,62580,36,1,1
20,93230,38,2,1
46,56087,11,1,0
47,28673,33,1,1
56,58199,13,2,1
35,52187,37,1,1
28,89914,15,0,0
60,43553,10,1,0
55,136809,32,2,1
57,72287,14,1,1
18,63780,9,1,0
46,124794,2,1,0
27,108060,10,0,0
45,128867,10,2,1
48,102158,15,0,0
36,21420,37,0,0
20,67440,29,2,0
53,85876,0,2,0
60,64310,37,0,1
32,125824,33,0,1
50,63953,18,1,0
58,24987,33,2,1
60,111598,35,0,1
62,65517,3,1,0
43,52456,9,0,0
33,138763,16,0,0
53,58180,15,2,1
50,82237,20,0,1
37,110844,27,2,1
30,105398,7,0,0
50,77505,28,1,1
22,93206,5,2,0
54,137183,29,2,1
31,109782,1,1,0
44,99302,30,2,1
40,142740,24,1,1
31,149288,22,2,1
57,49681,20,2,1
21,28323,15,2,0
56,87393,3,2,0
36,67223,7,0,0
64,116123,5,0,1
21,111354,26,0,0
47,80832,35,2,1
36,45247,35,0,1
48,118808,23,2,1
48,125771,5,2,1
26,104076,32,1,1
30,111373,1,1,0
31,28484,15,1,0
63,50682,37,2,1
27,117243,8,1,0
48,130146,4,1,0
54,90459,9,2,1
40,147162,29,2,1
44,62019,6,0,0
23,101456,28,2,1
43,63263,1,0,0
19,41938,19,2,0
62,74890,3,1,0
30,33319,27,2,0
36,137483,7,0,0
18,127697,34,2,1
57,146193,1,2,1
49,79432,27,1,1
39,80772,10,2,0
46,26900,35,1,1
19,87696,8,0,0
57,36236,37,2,1
55,84255,0,0,0
28,76485,26,2,1
34,142359,2,1,0
60,82293,38,2,1
25,26221,8,1,0
39,45294,39,0,1
21,30038,27,0,0
28,143757,20,1,1
25,105187,27,2,1
26,73649,23,1,0
43,43360,17,1,0
19,28255,8,1,0
33,88235,25,1,1
48,129429,23,0,1
23,107464,5,1,0
38,68169,11,1,0
43,20372,35,0,0
36,73179,8,0,0
45,77649,9,0,0
25,132848,2,2,0
31,38898,28,2,0
41,70083,6,0,0
61,43855,25,1,1
54,54758,7,1,0
43,138344,12,0,1
48,29607,34,0,1
49,125094,18,2,1
58,94089,21,0,1
19,25383,15,2,0
42,133879,14,0,1
61,80112,1,1,0
19,20715,37,0,0
59,29837,20,1,1
18,77886,29,0,0
53,70699,6,2,0
29,99486,30,0,1
26,93528,34,1,1
53,46817,3,1,0
58,69803,33,1,1
45,119354,0,0,0
55,98893,9,2,1
50,90278,29,2,1
59,144732,31,2,1
63,80345,2,1,0
39,33369,9,1,0
42,80428,8,2,0
35,25044,16,2,0
23,85123,2,0,0
35,139744,26,0,1
33,95824,34,0,1
32,110914,3,2,0
25,27261,3,2,0
30,129150,31,2,1
60,38064,37,1,1
24,95335,10,2,0
34,89058,38,0,1
49,33690,5,0,0
39,22057,34,1,1
30,121025,31,0,1
64,57589,22,0,1
40,120867,36,1,1
46,34559,25,0,0
39,33692,33,1,1
18,146492,37,0,1
46,68429,10,1,0
22,85738,20,1,0
52,119245,23,2,1
27,36972,14,1,0
36,61530,2,0,0
54,145884,1,2,1
24,143075,6,2,0
63,95073,4,2,1
52,143297,39,1,1
62,87178,28,1,1
30,21365,31,2,0
27,125860,29,1,1
19,85544,7,0,0
23,69683,31,0,0
25,114356,1,0,0
53,149406,9,1,1
42,78896,36,0,1
61,119339,2,0,0
64,131067,22,1,1
57,38001,33,1,1
24,26722,17,0,0
63,40100,32,2,1
40,140763,32,2,1
36,37460,16,1,0
63,109523,5,1,1
39,81645,12,1,0
30,89551,20,2,0
38,125433,30,0,1
18,88498,20,2,0
36,24840,32,1,0
50,70064,27,2,1
21,106069,5,1,0
59,105990,7,0,0
20,68105,12,1,0
44,25699,33,0,0
58,146441,39,0,1
52,25922,21,2,1
45,44919,0,1,0
23,78536,12,2,0
23,46508,0,1,0
61,107200,9,1,1
40,117806,4,1,0
50,45278,19,2,1
33,34862,12,2,0
41,33598,36,1,1
22,87434,9,2,0
58,108475,2,1,0
59,146473,33,2,1
30,116824,33,2,1
64,44774,29,0,1
29,72384,36,2,1
22,22822,3,1,0
54,57252,33,2,1
48,110585,31,2,1
45,107420,20,1,1
45,33052,23,2,0
47,103574,8,0,0
35,102511,23,0,0
61,120152,24,0,1
44,139879,35,0,1
52,33269,7,1,0
43,88577,28,1,1
56,36551,24,0,0
35,89915,34,1,1
50,27661,37,2,1
42,84547,27,2,1
48,92503,18,2,1
54,115406,31,0,1
19,80614,36,0,0
50,141971,27,1,1
56,130503,34,1,1
60,101210,7,1,1
60,105930,22,0,1
49,33531,39,1,1
35,41370,22,2,0
34,73000,31,2,1
51,38565,9,2,0
56,144534,16,0,1
24,147097,34,1,1
59,20832,34,1,1
52,66978,2,0,0
47,102941,35,0,1
29,30185,28,2,0
52,23492,26,0,0
28,78238,30,2,1
61,78859,33,2,1
21,64630,11,1,0
42,85824,36,2,1
49,60584,24,1,1
37,21076,1,2,0
48,133868,29,1,1
21,54139,8,0,0
55,86610,22,1,1
64,57702,8,0,0
18,47535,19,1,0
20,118343,0,0,0
54,83737,38,0,1
39,83705,22,0,0
34,89810,17,2,0
31,48198,31,0,0
58,134870,8,1,1
52,144639,10,0,1
30,115395,0,0,0
52,79113,10,1,0
60,123800,32,0,1
19,65760,29,1,0
64,77840,4,0,0
30,143476,0,1,0
33,55276,9,1,0
35,97554,12,0,0
24,81913,26,0,0
62,78028,7,0,0
53,93608,27,0,1
58,33348,1,0,0
47,66678,11,0,0
59,33952,26,2,1
58,134369,12,0,1
24,20318,21,2,0
32,97354,39,2,1
57,46011,14,2,1
36,38787,30,0,0
60,132286,6,1,1
54,129160,38,1,1
19,83428,34,1,1
59,32516,6,0,0
30,119032,11,1,0
57,54055,13,1,0
58,122305,33,0,1
60,140294,38,0,1
60,28752,8,2,0
48,86911,32,0,1
33,144345,11,1,0
59,100506,33,0,1
61,79850,26,0,1
23,130382,21,1,0
45,118328,17,1,1
49,37538,17,0,0
61,32657,36,0,1
27,37843,6,0,0
35,101119,3,1,0
21,41491,15,2,0
26,123010,21,0,0
24,66431,35,0,0
25,148801,19,0,0
60,134148,30,2,1
24,83475,32,0,0
58,62180,12,2,1
57,38540,19,0,0
20,91515,37,1,1
34,80635,21,2,1
19,27943,38,1,0
32,140730,22,0,1
63,28911,32,1,1
46,60254,29,2,1
39,119409,13,0,0
21,83000,35,1,1
23,89305,7,2,0
55,22479,21,2,1
43,30112,3,2,0
28,129575,34,1,1
43,90267,7,2,0
34,82612,33,0,1
41,96897,21,0,0
45,134391,24,2,1
52,121476,24,2,1
48,66809,39,0,1
30,149390,39,0,1
52,52205,16,2,1
33,110105,15,0,0
32,92604,38,2,1
60,26557,14,1,0
35,56098,16,2,0
64,58790,34,2,1
54,130947,32,1,1
58,54826,39,2,1
44,148415,38,2,1
52,42074,17,1,0
62,146201,29,0,1
52,107691,22,0,1
45,136558,36,0,1
56,121925,6,0,0
55,127641,9,0,1
26,122295,15,1,0
29,116320,27,1,1
32,52401,22,2,0
38,31565,33,0,0
52,110236,17,1,1
59,126807,22,1,1
50,84702,19,0,1
36,69926,30,1,1
40,100873,13,2,1
30,31112,22,2,0
61,99297,1,0,0
18,128327,28,0,0
46,28885,8,0,0
41,139966,32,2,1
33,21376,11,1,0
42,25939,18,2,0
40,61949,19,0,0
45,22846,36,1,1
64,92353,30,2,1
33,27430,34,0,0
60,46328,20,0,1
55,31151,12,1,0
28,79797,38,2,1
20,47619,26,1,0
32,54484,24,1,0
18,144506,1,2,0
24,47664,34,2,1
18,26780,7,2,0
49,88867,32,1,1
26,48604,24,1,0
46,127385,20,2,1
43,37762,35,2,1
40,139272,12,1,1
62,43765,8,2,0
60,83726,34,0,1
46,57043,35,2,1
55,107458,9,0,0
50,79051,4,0,0
24,109230,30,1,1
29,30556,23,1,0
48,99091,31,1,1
49,134919,2,2,1
37,30004,15,1,0
34,78956,19,2,0
53,123726,23,1,1
20,40810,33,0,0
18,82000,22,1,0
44,96724,37,0,1
64,20247,1,2,0
57,40762,4,1,0
50,131902,17,1,1
37,65995,28,0,0
31,79423,9,1,0
53,99347,15,2,1
22,89277,22,0,0
40,81969,29,2,1
62,49052,5,2,0
32,69214,35,0,1
23,138911,19,2,1
50,54319,15,1,0
36,91842,27,2,1
30,88541,25,1,0
46,88858,21,0,1
23,101544,10,1,0
32,60765,0,2,0
33,44870,4,1,0
41,32466,35,2,1
40,65284,1,1,0
27,70034,5,0,0
58,53161,26,0,1
58,88275,25,1,1
34,80811,34,0,1
61,122471,12,1,1
62,73565,11,2,1
47,81314,17,1,1
61,139378,37,2,1
63,73626,5,1,0
27,98730,27,2,1
36,89767,27,0,1
46,71929,24,1,1
19,113804,4,0,0
53,86937,14,0,0
36,28086,8,2,0
24,82582,1,0,0
43,119209,8,2,1
32,86065,25,0,0
64,60779,22,0,1
55,43462,27,1,1
20,67769,5,1,0
55,122922,3,2,1
33,138409,29,0,1
19,143266,17,0,0
48,137309,29,1,1
45,75878,26,2,1
24,36956,30,1,0
47,102563,38,0,1
60,133212,29,2,1
24,105991,36,0,1
53,142759,11,1,1
46,125317,16,2,1
41,127788,33,1,1
56,64555,27,0,1
21,65602,3,0,0
46,25605,33,1,1
61,96213,13,0,1
22,140370,12,1,0
46,36938,2,1,0
47,132355,20,2,1
46,79502,15,0,0
43,72545,37,0,1
36,63534,25,1,0
43,128720,5,2,0
54,35009,17,1,0
44,50246,5,0,0
47,48185,24,2,1
47,114831,23,2,1
20,144868,29,1,1
60,111055,22,1,1
24,106488,7,2,0
26,66642,8,0,0
58,29185,5,0,0
59,84366,32,2,1
30,39843,32,1,0
32,37505,6,1,0
22,140218,17,0,0
46,48022,5,0,0
52,81609,36,2,1
44,74261,20,0,0
44,36439,25,0,0
25,144636,14,1,0
49,100196,29,1,1
37,94385,10,0,0
27,115164,7,1,0
30,110371,4,1,0
46,90272,7,1,0
52,55377,4,0,0
25,132979,9,1,0
46,23909,14,0,0
48,135091,37,0,1
58,34867,2,2,0
47,84685,9,2,0
39,20794,6,2,0
38,103481,23,0,1
29,78527,25,2,1
28,35369,33,1,0
19,129137,7,2,0
58,43807,38,0,1
19,30856,4,1,0
51,26795,35,1,1
20,114921,25,1,0
33,51063,9,2,0
21,80951,32,2,1
40,58260,35,2,1
37,134098,30,2,1
42,30149,37,1,1
47,112205,24,0,1
35,46328,12,2,0
59,123303,0,0,0
28,140886,35,1,1
46,123501,35,0,1
34,89098,23,0,0
43,136382,26,2,1
40,53623,17,2,0
37,62255,14,1,0
62,139443,16,2,1
19,56389,28,0,0
41,24206,4,0,0
48,119342,10,0,0
44,83565,15,0,0
19,122900,33,2,1
31,149611,16,1,1
21,40897,32,2,0
30,99687,30,0,1
53,24370,17,1,0
52,44045,24,1,1
61,107236,4,0,0
25,121751,29,0,1
19,107770,22,2,0
23,141918,37,1,1
48,72584,17,1,0
27,141804,31,2,1
61,68671,29,0,1
38,35326,28,1,0
59,132360,35,2,1
27,123533,8,1,0
40,146628,22,2,1
20,87777,2,1,0
49,148518,21,0,1
37,50639,39,0,1
27,126122,30,1,1
46,80874,21,1,1
58,59766,10,1,0
63,41278,2,2,0
51,128459,13,0,1
54,91980,18,2,1
37,88551,30,0,1
25,100439,35,0,1
24,59583,31,2,1
23,113679,25,0,0
28,149172,0,0,0
61,146750,1,1,1
35,90400,5,2,0
59,29676,13,2,0
46,24234,27,0,0
42,41340,32,2,1
38,132451,24,0,1
63,104259,39,0,1
20,28526,17,2,0
35,92378,33,0,1
41,54626,11,1,0
64,21207,26,2,1
55,149330,23,2,1
27,102844,32,0,1
44,82420,14,2,0
29,72097,31,2,1
24,140069,16,1,0
34,84414,34,1,1
18,25429,34,2,0
43,73591,12,0,0
32,27591,8,1,0
50,131248,9,1,1
54,58660,0,1,0
64,97313,33,0,1
48,124249,36,2,1
52,60459,24,2,1
18,98084,21,1,0
25,131977,9,2,0
29,122331,25,1,1
36,130760,18,1,1
42,82099,39,0,1
49,122599,3,0,0
29,82848,39,1,1
30,117591,4,0,0
45,98405,28,0,1
18,109399,37,0,1
23,24661,4,2,0
25,133034,0,2,0
21,64802,27,0,0
22,38782,18,2,0
42,69179,35,1,1
39,130446,0,1,0
45,21898,28,0,0
56,98455,35,0,1
40,60068,31,2,1
21,87963,13,0,0
21,119929,31,0,1
64,96303,8,1,1
38,103956,18,1,1
54,78654,10,2,1
58,56123,3,2,0
19,76198,24,2,0
24,132357,16,0,0
33,72872,7,0,0
34,24902,0,0,0
37,46850,1,0,0
40,68554,9,1,0
51,63034,26,2,1
28,84843,26,2,1
51,107156,12,1,1
50,28280,10,1,0
43,100490,13,0,0
19,130300,31,2,1
40,66814,15,2,0
58,77465,28,1,1
39,66973,37,2,1
51,57729,33,1,1
32,52800,25,2,0
27,123002,4,1,0
32,94423,18,0,0
59,117143,38,2,1
46,138529,27,0,1
40,117677,27,1,1
34,127020,16,2,1
26,98871,36,2,1
53,140132,18,0,1
26,91713,26,0,0
33,61206,11,1,0
53,23926,2,0,0
50,133682,3,2,1
48,80445,10,2,0
23,63056,33,2,1
27,95690,17,2,0
33,88495,34,0,1
21,104147,17,0,0
39,54161,5,1,0
30,79251,33,0,1
33,38407,32,1,0
46,98561,7,0,0
23,91600,19,0,0
43,76714,19,2,1
28,149613,17,0,0
41,26639,26,1,0
46,22478,4,2,0
20,142062,6,0,0
27,84546,21,2,0
18,93465,33,2,1
60,117862,12,2,1
43,82876,31,1,1
29,139147,23,1,1
31,108373,15,0,0
42,61941,13,2,0
25,49974,38,0,0
60,64183,6,1,0
21,28418,11,2,0
45,103186,19,1,1
24,120361,32,2,1
27,77148,5,2,0
53,132007,39,2,1
19,99919,26,0,0
43,132239,12,1,1
31,128747,4,1,0
33,51708,23,1,0
60,121245,9,2,1
59,52924,31,0,1
34,43382,8,0,0
63,46649,34,0,1
39,116676,11,0,0
21,130559,10,2,0
36,118099,35,2,1
19,50373,7,0,0
56,102680,9,0,0
26,94501,13,1,0
36,42791,29,2,1
33,78896,0,0,0
42,43115,11,2,0
35,37341,4,1,0
40,133109,13,0,0
38,36637,35,2,1
28,44269,16,2,0
56,103489,21,2,1
58,113330,30,2,1
21,43877,25,2,0
42,60273,12,2,0
49,76035,2,1,0
47,32405,10,2,0
62,113348,4,1,1
43,131141,37,1,1
53,139694,3,2,1
51,82309,31,0,1
26,61767,9,2,0
29,140456,9,1,0
19,139604,17,2,0
55,29973,22,2,1
22,78565,17,2,0
22,109461,34,1,1
39,148577,2,1,0
22,130159,0,1,0
21,43091,16,0,0
26,39584,5,0,0
46,124861,10,0,0
39,142235,13,0,0
44,94607,27,2,1
27,90624,38,0,1
33,134688,35,0,1
59,36550,10,0,0
59,22063,39,2,1
27,112816,3,0,0
23,93839,5,0,0
22,31631,37,0,0
23,21125,18,1,0
64,55409,30,0,1
42,70581,1,0,0
21,42485,24,0,0
57,128539,10,2,1
49,98330,39,0,1
52,103554,20,0,1
27,94398,2,1,0
51,121415,1,1,0
53,21690,10,2,0
23,142403,23,2,1
60,35740,23,0,1
63,133398,20,1,1
33,68643,24,2,1
36,108560,3,2,0
51,105877,39,1,1
42,29156,22,0,0
48,134968,23,1,1
58,57214,20,0,1
34,116589,1,0,0
64,83389,22,1,1
47,95694,14,0,0
56,22808,25,2,1
48,82987,25,1,1
36,90938,27,2,1
52,87500,25,0,1
46,82167,1,0,0
18,80734,34,1,0
21,37206,31,1,0
45,29629,29,0,0
35,52337,19,1,0
43,120365,12,0,0
57,107095,26,2,1
36,83829,22,1,0
23,89401,15,2,0
18,89830,30,1,0
25,66939,11,2,0
50,32965,32,0,1
60,32228,37,0,1
38,68419,31,0,1
41,116913,1,0,0
42,144344,22,1,1
64,69229,31,2,1
60,120463,14,1,1
36,32822,39,1,1
46,50070,39,0,1
27,88723,7,1,0
29,144045,21,2,1
50,27135,37,1,1
24,99044,33,2,1
34,119093,0,0,0
27,136251,9,0,0
48,119626,39,1,1
23,131691,15,2,0
34,59441,23,0,0
54,149123,23,0,1
35,136190,13,1,1
43,59884,25,2,1
33,111603,38,0,1
25,38043,17,0,0
41,116108,19,2,1
30,95043,35,1,1
46,23062,23,1,0
49,110236,25,0,1
41,72214,28,0,1
33,143398,21,1,1
28,103990,10,1,0
49,73409,10,0,0
23,30868,2,2,0
52,88089,20,2,1
50,115089,10,0,0
35,114047,7,0,0
54,37428,30,0,1
30,128283,9,0,0
27,91493,5,1,0
54,130031,16,2,1
43,90114,37,2,1
63,58389,6,2,0
34,54734,31,1,1
18,96084,12,0,0
42,85107,5,2,0
51,106889,2,2,0
56,132168,26,1,1
27,104170,25,0,0
37,31679,3,0,0
24,67743,36,0,0
33,44717,20,2,0
54,132471,27,1,1
46,45579,17,2,0
29,84102,31,1,1
34,112266,38,1,1
37,54782,32,2,1
43,90160,25,1,1
36,138296,16,1,1
64,43103,28,1,1
29,111080,19,0,0
38,73077,29,0,1
59,48534,4,0,0
51,58636,5,0,0
24,145615,9,2,0
62,132930,5,2,1
52,119108,9,2,1
32,70486,20,0,0
18,114096,3,2,0
43,53435,12,0,0
52,53152,9,0,0
42,129620,15,1,1
59,78952,18,1,1
32,39638,5,0,0
39,121744,25,1,1
23,137436,8,1,0
32,36396,9,1,0
41,60494,39,1,1
38,129503,2,2,0
24,46783,18,1,0
46,25403,34,0,1
49,84052,5,1,0
49,43838,28,1,1
22,58919,18,2,0
21,97895,14,2,0
39,67995,37,2,1
35,145025,20,1,1
52,42614,38,0,1
34,95593,22,2,1
41,20100,19,1,0
19,114191,1,1,0
30,81720,31,1,1
32,90514,27,2,1
22,127808,3,1,0
20,30988,6,2,0
54,100067,2,1,0
54,124838,24,0,1
54,139392,8,0,1
20,135137,22,1,0
52,97167,22,2,1
40,97229,25,1,1
45,121471,39,0,1
47,58148,17,1,0
35,33823,23,2,0
53,44696,26,2,1
50,31629,1,2,0
43,23856,0,2,0
57,51051,15,0,0
34,86611,23,2,1
57,134059,35,2,1
24,106333,10,0,0
25,129218,25,2,1
48,53469,5,0,0
29,121652,25,2,1
48,146548,28,2,1
61,93721,0,2,0
36,113377,8,2,0
27,92372,26,1,0
56,66072,6,1,0
29,110132,2,2,0
37,63406,8,2,0
54,107754,1,2,0
58,55017,9,1,0
24,30705,16,2,0
31,39606,30,0,0
28,106911,0,1,0
24,127678,17,1,0
46,112469,5,1,0
27,93654,37,2,1
46,55319,3,0,0
26,112185,39,1,1
53,142945,3,0,0
27,77254,34,0,1
36,65318,3,0,0
48,143351,0,2,1
34,22214,30,2,0
26,149823,18,2,1
62,146105,20,1,1
50,94070,29,1,1
51,69869,6,0,0
62,55228,4,1,0
41,64696,1,2,0
26,23255,2,2,0
24,140478,14,2,0
33,47841,38,2,1
36,25334,36,0,0
56,97817,9,1,1
23,125134,8,2,0
28,60522,22,0,0
29,59708,13,1,0
59,85150,32,0,1
30,50697,15,2,0
29,30722,19,2,0
38,121936,7,2,0
27,85480,37,1,1
37,143935,33,2,1
53,36029,30,1,1
45,85550,7,0,0
41,129885,24,1,1
22,132461,12,0,0
54,97042,17,1,1
29,28208,33,2,0
52,112693,35,2,1
57,95507,16,0,1
19,136637,11,1,0
58,126576,15,1,1
62,108719,12,0,1
56,108499,10,1,1
59,121383,13,1,1
26,28127,27,0,0
39,127514,23,0,1
64,67782,16,0,1
22,35646,8,1,0
29,110891,29,0,1
18,103744,36,0,1
61,42713,2,0,0
39,52267,7,0,0
55,23864,17,2,0
36,96197,29,2,1
33,52559,2,2,0
48,137201,33,0,1
20,95858,27,1,0
40,92246,36,2,1
59,51362,24,0,1
35,52380,29,2,1
43,84994,6,2,0
30,61284,28,0,0
35,138178,1,0,0
20,99922,25,2,0
40,98874,6,0,0
20,143556,17,2,1
42,75277,5,2,0
44,35316,39,2,1
61,44463,26,2,1
44,95739,23,1,1
56,24888,32,1,1
42,113728,30,0,1
41,31325,33,1,1
25,39088,21,1,0
26,94922,23,0,0
63,133949,35,2,1
54,124564,27,1,1
47,96803,19,1,1
36,117345,17,1,1
33,35419,31,1,0
41,111016,32,2,1
61,73749,9,0,0
38,65854,8,1,0
53,22904,24,1,0
57,129796,12,1,1
56,119427,4,1,1
64,98966,30,0,1
23,83556,30,2,1
22,100535,33,0,1
31,108855,25,1,1
62,40700,6,1,0
59,47633,19,0,0
21,136958,21,2,1
25,104644,4,2,0
41,126425,11,2,1
28,44055,20,2,0
34,38642,8,0,0
38,73014,28,0,1
43,78274,26,2,1
60,23646,16,0,0
61,33173,39,0,1
62,27025,23,1,1
44,32549,26,0,0
33,34853,7,0,0
43,70423,28,2,1
50,81156,18,0,0
48,127293,9,2,1
64,115488,23,1,1
23,31326,33,1,0
61,23463,39,0,1
25,47163,30,0,0
24,118136,3,2,0
51,143296,30,1,1
61,132692,8,2,1
31,34075,25,0,0
33,114245,12,1,0
60,63315,25,0,1
26,123245,0,1,0
27,36010,39,2,1
34,86433,8,0,0
29,126548,30,0,1
23,20605,23,1,0
36,56445,21,2,0
60,57315,8,1,0
58,28652,38,1,1
46,135462,22,1,1
23,52229,19,0,0
42,50530,20,2,0
41,123560,26,2,1
42,69101,4,2,0
33,140179,16,1,1
33,105950,33,2,1
23,113439,8,2,0
54,100266,33,0,1
38,57924,9,0,0
21,58541,1,0,0
51,84658,24,1,1
45,76327,2,0,0
55,113434,33,2,1
58,63654,6,0,0
45,35930,27,1,1
34,23518,8,0,0
31,50982,10,2,0
24,26775,28,0,0
39,43990,15,0,0
18,25378,38,0,0
46,66402,28,1,1
48,59441,12,1,0
47,91980,34,1,1
32,99712,10,1,0
35,45060,34,1,1
52,147067,7,0,1
47,94915,6,0,0
51,122031,4,1,0
59,148334,5,1,1
28,138684,34,0,1
44,149338,29,2,1
41,66993,10,0,0
52,113104,37,1,1
56,42765,26,0,1
25,79053,20,1,0
35,116338,13,0,0
30,43196,34,0,0
62,136677,28,0,1
41,35468,23,2,0
40,114385,35,0,1
29,122649,31,0,1
47,28174,5,2,0
48,65820,9,0,0
45,146518,19,2,1
39,39098,19,2,0
61,92582,25,2,1
45,24186,20,0,0
30,36722,22,1,0
42,128157,11,0,0
61,91504,12,1,1
63,130760,9,1,1
24,133802,6,2,0
62,60452,36,2,1
23,141409,11,2,0
41,48270,24,2,1
36,68311,1,0,0
36,147755,39,0,1
53,61129,25,1,1
26,124809,39,0,1
53,26387,4,0,0
55,44394,7,1,0
57,147113,8,0,1
46,96827,38,0,1
41,131110,19,2,1
22,50093,10,2,0
59,141164,39,1,1
62,137700,21,2,1
43,76636,15,0,0
31,88146,37,2,1
56,55241,9,2,0
46,74407,24,1,1
23,48337,18,0,0
24,120992,3,1,0
54,24804,18,0,0
35,54058,2,0,0
40,95763,16,0,0
61,77450,13,2,1
55,71759,9,1,0
18,79529,5,0,0
21,142766,30,2,1
61,51334,30,1,1
64,83534,8,2,1
52,83452,11,2,1
40,136376,25,0,1
44,26511,1,1,0
43,60965,3,2,0
25,127018,31,2,1
60,59440,27,2,1
33,83118,5,2,0
58,105263,29,0,1
20,146775,27,0,1
49,69217,12,1,0
22,51139,35,2,1
37,105330,9,0,0
31,88517,9,1,0
49,32785,4,1,0
43,74740,28,0,1
64,100202,35,0,1
23,121119,11,2,0
53,90632,21,0,1
57,33950,38,0,1
22,84642,1,0,0
30,71169,13,1,0
49,92209,9,0,0
33,87278,2,1,0
18,58488,7,1,0
